time,uv_index_max (),uv_index_clear_sky_max (),sunshine_duration (s),daylight_duration (s),weather_code (wmo code),precipitation_probability_max (%),precipitation_hours (h),temperature_2m_max (°C),temperature_2m_min (°C),wind_speed_10m_max (km/h)
2019-04-23,NaN,NaN,NaN,45850.82,NaN,NaN,0,NaN,NaN,NaN
2019-04-24,NaN,NaN,NaN,45912.22,NaN,NaN,0,NaN,NaN,NaN
2019-04-25,NaN,NaN,NaN,45972.98,NaN,NaN,0,NaN,NaN,NaN
2019-04-26,NaN,NaN,NaN,46033.03,NaN,NaN,0,NaN,NaN,NaN
2019-04-27,NaN,NaN,NaN,46092.33,NaN,NaN,0,NaN,NaN,NaN
2019-04-28,NaN,NaN,NaN,46150.82,NaN,NaN,0,NaN,NaN,NaN
2019-04-29,NaN,NaN,NaN,46208.52,NaN,NaN,0,NaN,NaN,NaN
2019-04-30,NaN,NaN,NaN,46265.88,NaN,NaN,0,NaN,NaN,NaN
2019-05-01,NaN,NaN,NaN,46322.91,NaN,NaN,0,NaN,NaN,NaN
2019-05-02,NaN,NaN,NaN,46379.59,NaN,NaN,0,NaN,NaN,NaN
2019-05-03,NaN,NaN,NaN,46435.84,NaN,NaN,0,NaN,NaN,NaN
2019-05-04,NaN,NaN,NaN,46491.65,NaN,NaN,0,NaN,NaN,NaN
2019-05-05,NaN,NaN,NaN,46546.95,NaN,NaN,0,NaN,NaN,NaN
2019-05-06,NaN,NaN,NaN,46601.68,NaN,NaN,0,NaN,NaN,NaN
2019-05-07,NaN,NaN,NaN,46655.81,NaN,NaN,0,NaN,NaN,NaN
2019-05-08,NaN,NaN,NaN,46709.28,NaN,NaN,0,NaN,NaN,NaN
2019-05-09,NaN,NaN,NaN,46762.03,NaN,NaN,0,NaN,NaN,NaN
2019-05-10,NaN,NaN,NaN,46814.02,NaN,NaN,0,NaN,NaN,NaN
2019-05-11,NaN,NaN,NaN,46865.19,NaN,NaN,0,NaN,NaN,NaN
2019-05-12,NaN,NaN,NaN,46915.49,NaN,NaN,0,NaN,NaN,NaN
2019-05-13,NaN,NaN,NaN,46964.85,NaN,NaN,0,NaN,NaN,NaN
2019-05-14,NaN,NaN,NaN,47013.23,NaN,NaN,0,NaN,NaN,NaN
2019-05-15,NaN,NaN,NaN,47060.57,NaN,NaN,0,NaN,NaN,NaN
2019-05-16,NaN,NaN,NaN,47106.81,NaN,NaN,0,NaN,NaN,NaN
2019-05-17,NaN,NaN,NaN,47151.89,NaN,NaN,0,NaN,NaN,NaN
2019-05-18,NaN,NaN,NaN,47195.75,NaN,NaN,0,NaN,NaN,NaN
2019-05-19,NaN,NaN,NaN,47238.41,NaN,NaN,0,NaN,NaN,NaN
2019-05-20,NaN,NaN,NaN,47280.2,NaN,NaN,0,NaN,NaN,NaN
2019-05-21,NaN,NaN,NaN,47321.18,NaN,NaN,0,NaN,NaN,NaN
2019-05-22,NaN,NaN,NaN,47361.28,NaN,NaN,0,NaN,NaN,NaN
2019-05-23,NaN,NaN,NaN,47400.48,NaN,NaN,0,NaN,NaN,NaN
2019-05-24,NaN,NaN,NaN,47438.74,NaN,NaN,0,NaN,NaN,NaN
2019-05-25,NaN,NaN,NaN,47476.01,NaN,NaN,0,NaN,NaN,NaN
2019-05-26,NaN,NaN,NaN,47512.26,NaN,NaN,0,NaN,NaN,NaN
2019-05-27,NaN,NaN,NaN,47547.44,NaN,NaN,0,NaN,NaN,NaN
2019-05-28,NaN,NaN,NaN,47581.52,NaN,NaN,0,NaN,NaN,NaN
2019-05-29,NaN,NaN,NaN,47614.45,NaN,NaN,0,NaN,NaN,NaN
2019-05-30,NaN,NaN,NaN,47646.18,NaN,NaN,0,NaN,NaN,NaN
2019-05-31,NaN,NaN,NaN,47676.68,NaN,NaN,0,NaN,NaN,NaN
2019-06-01,NaN,NaN,NaN,47705.92,NaN,NaN,0,NaN,NaN,NaN
2019-06-02,NaN,NaN,NaN,47733.84,NaN,NaN,0,NaN,NaN,NaN
2019-06-03,NaN,NaN,NaN,47760.4,NaN,NaN,0,NaN,NaN,NaN
2019-06-04,NaN,NaN,NaN,47785.57,NaN,NaN,0,NaN,NaN,NaN
2019-06-05,NaN,NaN,NaN,47809.3,NaN,NaN,0,NaN,NaN,NaN
2019-06-06,NaN,NaN,NaN,47831.55,NaN,NaN,0,NaN,NaN,NaN
2019-06-07,NaN,NaN,NaN,47852.27,NaN,NaN,0,NaN,NaN,NaN
2019-06-08,NaN,NaN,NaN,47871.47,NaN,NaN,0,NaN,NaN,NaN
2019-06-09,NaN,NaN,NaN,47889.3,NaN,NaN,0,NaN,NaN,NaN
2019-06-10,NaN,NaN,NaN,47905.79,NaN,NaN,0,NaN,NaN,NaN
2019-06-11,NaN,NaN,NaN,47920.91,NaN,NaN,0,NaN,NaN,NaN
2019-06-12,NaN,NaN,NaN,47934.68,NaN,NaN,0,NaN,NaN,NaN
2019-06-13,NaN,NaN,NaN,47947.07,NaN,NaN,0,NaN,NaN,NaN
2019-06-14,NaN,NaN,NaN,47958.08,NaN,NaN,0,NaN,NaN,NaN
2019-06-15,NaN,NaN,NaN,47967.7,NaN,NaN,0,NaN,NaN,NaN
2019-06-16,NaN,NaN,NaN,47975.93,NaN,NaN,0,NaN,NaN,NaN
2019-06-17,NaN,NaN,NaN,47982.74,NaN,NaN,0,NaN,NaN,NaN
2019-06-18,NaN,NaN,NaN,47988.15,NaN,NaN,0,NaN,NaN,NaN
2019-06-19,NaN,NaN,NaN,47992.14,NaN,NaN,0,NaN,NaN,NaN
2019-06-20,NaN,NaN,NaN,47994.7,NaN,NaN,0,NaN,NaN,NaN
2019-06-21,NaN,NaN,NaN,47995.84,NaN,NaN,0,NaN,NaN,NaN
2019-06-22,NaN,NaN,NaN,47995.55,NaN,NaN,0,NaN,NaN,NaN
2019-06-23,NaN,NaN,NaN,47993.81,NaN,NaN,0,NaN,NaN,NaN
2019-06-24,NaN,NaN,NaN,47990.64,NaN,NaN,0,NaN,NaN,NaN
2019-06-25,NaN,NaN,NaN,47986.02,NaN,NaN,0,NaN,NaN,NaN
2019-06-26,NaN,NaN,NaN,47979.96,NaN,NaN,0,NaN,NaN,NaN
2019-06-27,NaN,NaN,NaN,47972.45,NaN,NaN,0,NaN,NaN,NaN
2019-06-28,NaN,NaN,NaN,47963.46,NaN,NaN,0,NaN,NaN,NaN
2019-06-29,NaN,NaN,NaN,47952.91,NaN,NaN,0,NaN,NaN,NaN
2019-06-30,NaN,NaN,NaN,47940.8,NaN,NaN,0,NaN,NaN,NaN
2019-07-01,NaN,NaN,NaN,47927.18,NaN,NaN,0,NaN,NaN,NaN
2019-07-02,NaN,NaN,NaN,47912.07,NaN,NaN,0,NaN,NaN,NaN
2019-07-03,NaN,NaN,NaN,47895.49,NaN,NaN,0,NaN,NaN,NaN
2019-07-04,NaN,NaN,NaN,47877.48,NaN,NaN,0,NaN,NaN,NaN
2019-07-05,NaN,NaN,NaN,47858.08,NaN,NaN,0,NaN,NaN,NaN
2019-07-06,NaN,NaN,NaN,47837.32,NaN,NaN,0,NaN,NaN,NaN
2019-07-07,NaN,NaN,NaN,47815.23,NaN,NaN,0,NaN,NaN,NaN
2019-07-08,NaN,NaN,NaN,47791.84,NaN,NaN,0,NaN,NaN,NaN
2019-07-09,NaN,NaN,NaN,47767.18,NaN,NaN,0,NaN,NaN,NaN
2019-07-10,NaN,NaN,NaN,47741.3,NaN,NaN,0,NaN,NaN,NaN
2019-07-11,NaN,NaN,NaN,47714.21,NaN,NaN,0,NaN,NaN,NaN
2019-07-12,NaN,NaN,NaN,47685.97,NaN,NaN,0,NaN,NaN,NaN
2019-07-13,NaN,NaN,NaN,47656.59,NaN,NaN,0,NaN,NaN,NaN
2019-07-14,NaN,NaN,NaN,47626.12,NaN,NaN,0,NaN,NaN,NaN
2019-07-15,NaN,NaN,NaN,47594.57,NaN,NaN,0,NaN,NaN,NaN
2019-07-16,NaN,NaN,NaN,47562,NaN,NaN,0,NaN,NaN,NaN
2019-07-17,NaN,NaN,NaN,47528.43,NaN,NaN,0,NaN,NaN,NaN
2019-07-18,NaN,NaN,NaN,47493.84,NaN,NaN,0,NaN,NaN,NaN
2019-07-19,NaN,NaN,NaN,47457.91,NaN,NaN,0,NaN,NaN,NaN
2019-07-20,NaN,NaN,NaN,47420.64,NaN,NaN,0,NaN,NaN,NaN
2019-07-21,NaN,NaN,NaN,47382.09,NaN,NaN,0,NaN,NaN,NaN
2019-07-22,NaN,NaN,NaN,47342.32,NaN,NaN,0,NaN,NaN,NaN
2019-07-23,NaN,NaN,NaN,47301.37,NaN,NaN,0,NaN,NaN,NaN
2019-07-24,NaN,NaN,NaN,47259.3,NaN,NaN,0,NaN,NaN,NaN
2019-07-25,NaN,NaN,NaN,47216.16,NaN,NaN,0,NaN,NaN,NaN
2019-07-26,NaN,NaN,NaN,47172.02,NaN,NaN,0,NaN,NaN,NaN
2019-07-27,NaN,NaN,NaN,47126.92,NaN,NaN,0,NaN,NaN,NaN
2019-07-28,NaN,NaN,NaN,47080.91,NaN,NaN,0,NaN,NaN,NaN
2019-07-29,NaN,NaN,NaN,47034.05,NaN,NaN,0,NaN,NaN,NaN
2019-07-30,NaN,NaN,NaN,46986.38,NaN,NaN,0,NaN,NaN,NaN
2019-07-31,NaN,NaN,NaN,46937.96,NaN,NaN,0,NaN,NaN,NaN
2019-08-01,NaN,NaN,NaN,46888.84,NaN,NaN,0,NaN,NaN,NaN
2019-08-02,NaN,NaN,NaN,46839.06,NaN,NaN,0,NaN,NaN,NaN
2019-08-03,NaN,NaN,NaN,46788.68,NaN,NaN,0,NaN,NaN,NaN
2019-08-04,NaN,NaN,NaN,46737.73,NaN,NaN,0,NaN,NaN,NaN
2019-08-05,NaN,NaN,NaN,46686.28,NaN,NaN,0,NaN,NaN,NaN
2019-08-06,NaN,NaN,NaN,46634.36,NaN,NaN,0,NaN,NaN,NaN
2019-08-07,NaN,NaN,NaN,46581.94,NaN,NaN,0,NaN,NaN,NaN
2019-08-08,NaN,NaN,NaN,46528.61,NaN,NaN,0,NaN,NaN,NaN
2019-08-09,NaN,NaN,NaN,46474.36,NaN,NaN,0,NaN,NaN,NaN
2019-08-10,NaN,NaN,NaN,46419.24,NaN,NaN,0,NaN,NaN,NaN
2019-08-11,NaN,NaN,NaN,46363.3,NaN,NaN,0,NaN,NaN,NaN
2019-08-12,NaN,NaN,NaN,46306.6,NaN,NaN,0,NaN,NaN,NaN
2019-08-13,NaN,NaN,NaN,46249.19,NaN,NaN,0,NaN,NaN,NaN
2019-08-14,NaN,NaN,NaN,46191.13,NaN,NaN,0,NaN,NaN,NaN
2019-08-15,NaN,NaN,NaN,46132.46,NaN,NaN,0,NaN,NaN,NaN
2019-08-16,NaN,NaN,NaN,46073.24,NaN,NaN,0,NaN,NaN,NaN
2019-08-17,NaN,NaN,NaN,46013.53,NaN,NaN,0,NaN,NaN,NaN
2019-08-18,NaN,NaN,NaN,45953.36,NaN,NaN,0,NaN,NaN,NaN
2019-08-19,NaN,NaN,NaN,45892.79,NaN,NaN,0,NaN,NaN,NaN
2019-08-20,NaN,NaN,NaN,45831.86,NaN,NaN,0,NaN,NaN,NaN
2019-08-21,NaN,NaN,NaN,45770.63,NaN,NaN,0,NaN,NaN,NaN
2019-08-22,NaN,NaN,NaN,45709.14,NaN,NaN,0,NaN,NaN,NaN
2019-08-23,NaN,NaN,NaN,45647.43,NaN,NaN,0,NaN,NaN,NaN
2019-08-24,NaN,NaN,NaN,45585.55,NaN,NaN,0,NaN,NaN,NaN
2019-08-25,NaN,NaN,NaN,45523.55,NaN,NaN,0,NaN,NaN,NaN
2019-08-26,NaN,NaN,NaN,45461.46,NaN,NaN,0,NaN,NaN,NaN
2019-08-27,NaN,NaN,NaN,45399.26,NaN,NaN,0,NaN,NaN,NaN
2019-08-28,NaN,NaN,NaN,45336.5,NaN,NaN,0,NaN,NaN,NaN
2019-08-29,NaN,NaN,NaN,45273.16,NaN,NaN,0,NaN,NaN,NaN
2019-08-30,NaN,NaN,NaN,45209.29,NaN,NaN,0,NaN,NaN,NaN
2019-08-31,NaN,NaN,NaN,45144.94,NaN,NaN,0,NaN,NaN,NaN
2019-09-01,NaN,NaN,NaN,45080.15,NaN,NaN,0,NaN,NaN,NaN
2019-09-02,NaN,NaN,NaN,45014.96,NaN,NaN,0,NaN,NaN,NaN
2019-09-03,NaN,NaN,NaN,44949.43,NaN,NaN,0,NaN,NaN,NaN
2019-09-04,NaN,NaN,NaN,44883.6,NaN,NaN,0,NaN,NaN,NaN
2019-09-05,NaN,NaN,NaN,44817.51,NaN,NaN,0,NaN,NaN,NaN
2019-09-06,NaN,NaN,NaN,44751.21,NaN,NaN,0,NaN,NaN,NaN
2019-09-07,NaN,NaN,NaN,44684.75,NaN,NaN,0,NaN,NaN,NaN
2019-09-08,NaN,NaN,NaN,44618.16,NaN,NaN,0,NaN,NaN,NaN
2019-09-09,NaN,NaN,NaN,44551.48,NaN,NaN,0,NaN,NaN,NaN
2019-09-10,NaN,NaN,NaN,44484.77,NaN,NaN,0,NaN,NaN,NaN
2019-09-11,NaN,NaN,NaN,44418.05,NaN,NaN,0,NaN,NaN,NaN
2019-09-12,NaN,NaN,NaN,44351.38,NaN,NaN,0,NaN,NaN,NaN
2019-09-13,NaN,NaN,NaN,44284.8,NaN,NaN,0,NaN,NaN,NaN
2019-09-14,NaN,NaN,NaN,44218.33,NaN,NaN,0,NaN,NaN,NaN
2019-09-15,NaN,NaN,NaN,44152.04,NaN,NaN,0,NaN,NaN,NaN
2019-09-16,NaN,NaN,NaN,44085.87,NaN,NaN,0,NaN,NaN,NaN
2019-09-17,NaN,NaN,NaN,44019.38,NaN,NaN,0,NaN,NaN,NaN
2019-09-18,NaN,NaN,NaN,43952.54,NaN,NaN,0,NaN,NaN,NaN
2019-09-19,NaN,NaN,NaN,43885.38,NaN,NaN,0,NaN,NaN,NaN
2019-09-20,NaN,NaN,NaN,43817.95,NaN,NaN,0,NaN,NaN,NaN
2019-09-21,NaN,NaN,NaN,43750.3,NaN,NaN,0,NaN,NaN,NaN
2019-09-22,NaN,NaN,NaN,43682.48,NaN,NaN,0,NaN,NaN,NaN
2019-09-23,NaN,NaN,NaN,43614.52,NaN,NaN,0,NaN,NaN,NaN
2019-09-24,NaN,NaN,NaN,43546.46,NaN,NaN,0,NaN,NaN,NaN
2019-09-25,NaN,NaN,NaN,43478.36,NaN,NaN,0,NaN,NaN,NaN
2019-09-26,NaN,NaN,NaN,43410.25,NaN,NaN,0,NaN,NaN,NaN
2019-09-27,NaN,NaN,NaN,43342.18,NaN,NaN,0,NaN,NaN,NaN
2019-09-28,NaN,NaN,NaN,43274.2,NaN,NaN,0,NaN,NaN,NaN
2019-09-29,NaN,NaN,NaN,43206.34,NaN,NaN,0,NaN,NaN,NaN
2019-09-30,NaN,NaN,NaN,43138.65,NaN,NaN,0,NaN,NaN,NaN
2019-10-01,NaN,NaN,NaN,43071.17,NaN,NaN,0,NaN,NaN,NaN
2019-10-02,NaN,NaN,NaN,43003.95,NaN,NaN,0,NaN,NaN,NaN
2019-10-03,NaN,NaN,NaN,42937.03,NaN,NaN,0,NaN,NaN,NaN
2019-10-04,NaN,NaN,NaN,42870.45,NaN,NaN,0,NaN,NaN,NaN
2019-10-05,NaN,NaN,NaN,42804.27,NaN,NaN,0,NaN,NaN,NaN
2019-10-06,NaN,NaN,NaN,42738.44,NaN,NaN,0,NaN,NaN,NaN
2019-10-07,NaN,NaN,NaN,42672.47,NaN,NaN,0,NaN,NaN,NaN
2019-10-08,NaN,NaN,NaN,42606.33,NaN,NaN,0,NaN,NaN,NaN
2019-10-09,NaN,NaN,NaN,42540.07,NaN,NaN,0,NaN,NaN,NaN
2019-10-10,NaN,NaN,NaN,42473.73,NaN,NaN,0,NaN,NaN,NaN
2019-10-11,NaN,NaN,NaN,42407.38,NaN,NaN,0,NaN,NaN,NaN
2019-10-12,NaN,NaN,NaN,42341.04,NaN,NaN,0,NaN,NaN,NaN
2019-10-13,NaN,NaN,NaN,42274.77,NaN,NaN,0,NaN,NaN,NaN
2019-10-14,NaN,NaN,NaN,42208.63,NaN,NaN,0,NaN,NaN,NaN
2019-10-15,NaN,NaN,NaN,42142.66,NaN,NaN,0,NaN,NaN,NaN
2019-10-16,NaN,NaN,NaN,42076.92,NaN,NaN,0,NaN,NaN,NaN
2019-10-17,NaN,NaN,NaN,42011.46,NaN,NaN,0,NaN,NaN,NaN
2019-10-18,NaN,NaN,NaN,41946.32,NaN,NaN,0,NaN,NaN,NaN
2019-10-19,NaN,NaN,NaN,41881.56,NaN,NaN,0,NaN,NaN,NaN
2019-10-20,NaN,NaN,NaN,41817.24,NaN,NaN,0,NaN,NaN,NaN
2019-10-21,NaN,NaN,NaN,41753.4,NaN,NaN,0,NaN,NaN,NaN
2019-10-22,NaN,NaN,NaN,41690.11,NaN,NaN,0,NaN,NaN,NaN
2019-10-23,NaN,NaN,NaN,41627.42,NaN,NaN,0,NaN,NaN,NaN
2019-10-24,NaN,NaN,NaN,41565.38,NaN,NaN,0,NaN,NaN,NaN
2019-10-25,NaN,NaN,NaN,41504.05,NaN,NaN,0,NaN,NaN,NaN
2019-10-26,NaN,NaN,NaN,41443.39,NaN,NaN,0,NaN,NaN,NaN
2019-10-27,NaN,NaN,NaN,41382.89,NaN,NaN,0,NaN,NaN,NaN
2019-10-28,NaN,NaN,NaN,41322.49,NaN,NaN,0,NaN,NaN,NaN
2019-10-29,NaN,NaN,NaN,41262.25,NaN,NaN,0,NaN,NaN,NaN
2019-10-30,NaN,NaN,NaN,41202.25,NaN,NaN,0,NaN,NaN,NaN
2019-10-31,NaN,NaN,NaN,41142.52,NaN,NaN,0,NaN,NaN,NaN
2019-11-01,NaN,NaN,NaN,41083.12,NaN,NaN,0,NaN,NaN,NaN
2019-11-02,NaN,NaN,NaN,41024.13,NaN,NaN,0,NaN,NaN,NaN
2019-11-03,NaN,NaN,NaN,40965.6,NaN,NaN,0,NaN,NaN,NaN
2019-11-04,NaN,NaN,NaN,40907.59,NaN,NaN,0,NaN,NaN,NaN
2019-11-05,NaN,NaN,NaN,40850.17,NaN,NaN,0,NaN,NaN,NaN
2019-11-06,NaN,NaN,NaN,40793.39,NaN,NaN,0,NaN,NaN,NaN
2019-11-07,NaN,NaN,NaN,40737.33,NaN,NaN,0,NaN,NaN,NaN
2019-11-08,NaN,NaN,NaN,40682.04,NaN,NaN,0,NaN,NaN,NaN
2019-11-09,NaN,NaN,NaN,40627.6,NaN,NaN,0,NaN,NaN,NaN
2019-11-10,NaN,NaN,NaN,40574.07,NaN,NaN,0,NaN,NaN,NaN
2019-11-11,NaN,NaN,NaN,40521.52,NaN,NaN,0,NaN,NaN,NaN
2019-11-12,NaN,NaN,NaN,40470.02,NaN,NaN,0,NaN,NaN,NaN
2019-11-13,NaN,NaN,NaN,40419.64,NaN,NaN,0,NaN,NaN,NaN
2019-11-14,NaN,NaN,NaN,40370.45,NaN,NaN,0,NaN,NaN,NaN
2019-11-15,NaN,NaN,NaN,40322.43,NaN,NaN,0,NaN,NaN,NaN
2019-11-16,NaN,NaN,NaN,40275.07,NaN,NaN,0,NaN,NaN,NaN
2019-11-17,NaN,NaN,NaN,40228.34,NaN,NaN,0,NaN,NaN,NaN
2019-11-18,NaN,NaN,NaN,40182.27,NaN,NaN,0,NaN,NaN,NaN
2019-11-19,NaN,NaN,NaN,40136.95,NaN,NaN,0,NaN,NaN,NaN
2019-11-20,NaN,NaN,NaN,40092.42,NaN,NaN,0,NaN,NaN,NaN
2019-11-21,NaN,NaN,NaN,40048.74,NaN,NaN,0,NaN,NaN,NaN
2019-11-22,NaN,NaN,NaN,40005.96,NaN,NaN,0,NaN,NaN,NaN
2019-11-23,NaN,NaN,NaN,39964.16,NaN,NaN,0,NaN,NaN,NaN
2019-11-24,NaN,NaN,NaN,39923.37,NaN,NaN,0,NaN,NaN,NaN
2019-11-25,NaN,NaN,NaN,39883.68,NaN,NaN,0,NaN,NaN,NaN
2019-11-26,NaN,NaN,NaN,39845.12,NaN,NaN,0,NaN,NaN,NaN
2019-11-27,NaN,NaN,NaN,39807.78,NaN,NaN,0,NaN,NaN,NaN
2019-11-28,NaN,NaN,NaN,39771.7,NaN,NaN,0,NaN,NaN,NaN
2019-11-29,NaN,NaN,NaN,39736.96,NaN,NaN,0,NaN,NaN,NaN
2019-11-30,NaN,NaN,NaN,39703.61,NaN,NaN,0,NaN,NaN,NaN
2019-12-01,NaN,NaN,NaN,39671.71,NaN,NaN,0,NaN,NaN,NaN
2019-12-02,NaN,NaN,NaN,39641.34,NaN,NaN,0,NaN,NaN,NaN
2019-12-03,NaN,NaN,NaN,39612.54,NaN,NaN,0,NaN,NaN,NaN
2019-12-04,NaN,NaN,NaN,39585.39,NaN,NaN,0,NaN,NaN,NaN
2019-12-05,NaN,NaN,NaN,39559.89,NaN,NaN,0,NaN,NaN,NaN
2019-12-06,NaN,NaN,NaN,39535.72,NaN,NaN,0,NaN,NaN,NaN
2019-12-07,NaN,NaN,NaN,39512.85,NaN,NaN,0,NaN,NaN,NaN
2019-12-08,NaN,NaN,NaN,39491.3,NaN,NaN,0,NaN,NaN,NaN
2019-12-09,NaN,NaN,NaN,39471.11,NaN,NaN,0,NaN,NaN,NaN
2019-12-10,NaN,NaN,NaN,39452.28,NaN,NaN,0,NaN,NaN,NaN
2019-12-11,NaN,NaN,NaN,39434.86,NaN,NaN,0,NaN,NaN,NaN
2019-12-12,NaN,NaN,NaN,39418.85,NaN,NaN,0,NaN,NaN,NaN
2019-12-13,NaN,NaN,NaN,39404.28,NaN,NaN,0,NaN,NaN,NaN
2019-12-14,NaN,NaN,NaN,39391.18,NaN,NaN,0,NaN,NaN,NaN
2019-12-15,NaN,NaN,NaN,39379.58,NaN,NaN,0,NaN,NaN,NaN
2019-12-16,NaN,NaN,NaN,39369.48,NaN,NaN,0,NaN,NaN,NaN
2019-12-17,NaN,NaN,NaN,39360.91,NaN,NaN,0,NaN,NaN,NaN
2019-12-18,NaN,NaN,NaN,39353.9,NaN,NaN,0,NaN,NaN,NaN
2019-12-19,NaN,NaN,NaN,39348.46,NaN,NaN,0,NaN,NaN,NaN
2019-12-20,NaN,NaN,NaN,39344.62,NaN,NaN,0,NaN,NaN,NaN
2019-12-21,NaN,NaN,NaN,39342.39,NaN,NaN,0,NaN,NaN,NaN
2019-12-22,NaN,NaN,NaN,39341.8,NaN,NaN,0,NaN,NaN,NaN
2019-12-23,NaN,NaN,NaN,39342.86,NaN,NaN,0,NaN,NaN,NaN
2019-12-24,NaN,NaN,NaN,39345.59,NaN,NaN,0,NaN,NaN,NaN
2019-12-25,NaN,NaN,NaN,39350.01,NaN,NaN,0,NaN,NaN,NaN
2019-12-26,NaN,NaN,NaN,39356.16,NaN,NaN,0,NaN,NaN,NaN
2019-12-27,NaN,NaN,NaN,39364.04,NaN,NaN,0,NaN,NaN,NaN
2019-12-28,NaN,NaN,NaN,39373.58,NaN,NaN,0,NaN,NaN,NaN
2019-12-29,NaN,NaN,NaN,39384.79,NaN,NaN,0,NaN,NaN,NaN
2019-12-30,NaN,NaN,NaN,39397.61,NaN,NaN,0,NaN,NaN,NaN
2019-12-31,NaN,NaN,NaN,39412.02,NaN,NaN,0,NaN,NaN,NaN
2020-01-01,NaN,NaN,NaN,39427.98,NaN,NaN,0,NaN,NaN,NaN
2020-01-02,NaN,NaN,NaN,39445.47,NaN,NaN,0,NaN,NaN,NaN
2020-01-03,NaN,NaN,NaN,39464.45,NaN,NaN,0,NaN,NaN,NaN
2020-01-04,NaN,NaN,NaN,39484.88,NaN,NaN,0,NaN,NaN,NaN
2020-01-05,NaN,NaN,NaN,39506.73,NaN,NaN,0,NaN,NaN,NaN
2020-01-06,NaN,NaN,NaN,39529.97,NaN,NaN,0,NaN,NaN,NaN
2020-01-07,NaN,NaN,NaN,39554.57,NaN,NaN,0,NaN,NaN,NaN
2020-01-08,NaN,NaN,NaN,39580.48,NaN,NaN,0,NaN,NaN,NaN
2020-01-09,NaN,NaN,NaN,39607.68,NaN,NaN,0,NaN,NaN,NaN
2020-01-10,NaN,NaN,NaN,39636.13,NaN,NaN,0,NaN,NaN,NaN
2020-01-11,NaN,NaN,NaN,39665.79,NaN,NaN,0,NaN,NaN,NaN
2020-01-12,NaN,NaN,NaN,39696.64,NaN,NaN,0,NaN,NaN,NaN
2020-01-13,NaN,NaN,NaN,39728.64,NaN,NaN,0,NaN,NaN,NaN
2020-01-14,NaN,NaN,NaN,39761.82,NaN,NaN,0,NaN,NaN,NaN
2020-01-15,NaN,NaN,NaN,39796.55,NaN,NaN,0,NaN,NaN,NaN
2020-01-16,NaN,NaN,NaN,39832.86,NaN,NaN,0,NaN,NaN,NaN
2020-01-17,NaN,NaN,NaN,39870.64,NaN,NaN,0,NaN,NaN,NaN
2020-01-18,NaN,NaN,NaN,39909.85,NaN,NaN,0,NaN,NaN,NaN
2020-01-19,NaN,NaN,NaN,39950.41,NaN,NaN,0,NaN,NaN,NaN
2020-01-20,NaN,NaN,NaN,39992.26,NaN,NaN,0,NaN,NaN,NaN
2020-01-21,NaN,NaN,NaN,40035.33,NaN,NaN,0,NaN,NaN,NaN
2020-01-22,NaN,NaN,NaN,40079.55,NaN,NaN,0,NaN,NaN,NaN
2020-01-23,NaN,NaN,NaN,40124.86,NaN,NaN,0,NaN,NaN,NaN
2020-01-24,NaN,NaN,NaN,40171.19,NaN,NaN,0,NaN,NaN,NaN
2020-01-25,NaN,NaN,NaN,40218.48,NaN,NaN,0,NaN,NaN,NaN
2020-01-26,NaN,NaN,NaN,40266.66,NaN,NaN,0,NaN,NaN,NaN
2020-01-27,NaN,NaN,NaN,40315.67,NaN,NaN,0,NaN,NaN,NaN
2020-01-28,NaN,NaN,NaN,40365.46,NaN,NaN,0,NaN,NaN,NaN
2020-01-29,NaN,NaN,NaN,40415.95,NaN,NaN,0,NaN,NaN,NaN
2020-01-30,NaN,NaN,NaN,40467.1,NaN,NaN,0,NaN,NaN,NaN
2020-01-31,NaN,NaN,NaN,40518.83,NaN,NaN,0,NaN,NaN,NaN
2020-02-01,NaN,NaN,NaN,40571.09,NaN,NaN,0,NaN,NaN,NaN
2020-02-02,NaN,NaN,NaN,40623.83,NaN,NaN,0,NaN,NaN,NaN
2020-02-03,NaN,NaN,NaN,40677.08,NaN,NaN,0,NaN,NaN,NaN
2020-02-04,NaN,NaN,NaN,40731.38,NaN,NaN,0,NaN,NaN,NaN
2020-02-05,NaN,NaN,NaN,40786.74,NaN,NaN,0,NaN,NaN,NaN
2020-02-06,NaN,NaN,NaN,40843.11,NaN,NaN,0,NaN,NaN,NaN
2020-02-07,NaN,NaN,NaN,40900.41,NaN,NaN,0,NaN,NaN,NaN
2020-02-08,NaN,NaN,NaN,40958.58,NaN,NaN,0,NaN,NaN,NaN
2020-02-09,NaN,NaN,NaN,41017.54,NaN,NaN,0,NaN,NaN,NaN
2020-02-10,NaN,NaN,NaN,41077.24,NaN,NaN,0,NaN,NaN,NaN
2020-02-11,NaN,NaN,NaN,41137.6,NaN,NaN,0,NaN,NaN,NaN
2020-02-12,NaN,NaN,NaN,41198.57,NaN,NaN,0,NaN,NaN,NaN
2020-02-13,NaN,NaN,NaN,41260.07,NaN,NaN,0,NaN,NaN,NaN
2020-02-14,NaN,NaN,NaN,41322.05,NaN,NaN,0,NaN,NaN,NaN
2020-02-15,NaN,NaN,NaN,41384.45,NaN,NaN,0,NaN,NaN,NaN
2020-02-16,NaN,NaN,NaN,41447.2,NaN,NaN,0,NaN,NaN,NaN
2020-02-17,NaN,NaN,NaN,41510.25,NaN,NaN,0,NaN,NaN,NaN
